Module,Line,Literal,Code Snippet
core/engine_surrogate/pvt_state.py,203,0.015,"return float(np.clip(mu_cp, 0.015, 0.12))"
core/engine_surrogate/pvt_state.py,203,0.12,"return float(np.clip(mu_cp, 0.015, 0.12))"
core/engine_surrogate/pvt_state.py,214,14.7,"p = max(pressure_psi, 14.7)"
core/engine_surrogate/pvt_state.py,216,0.0178,c1 = 0.0178 if self.api > 30 else 0.0362
core/engine_surrogate/pvt_state.py,216,0.0362,c1 = 0.0178 if self.api > 30 else 0.0362
core/engine_surrogate/pvt_state.py,217,1.187,c2 = 1.1870 if self.api > 30 else 1.0937
core/engine_surrogate/pvt_state.py,217,1.0937,c2 = 1.1870 if self.api > 30 else 1.0937
core/engine_surrogate/pvt_state.py,218,23.931,c3 = 23.931 if self.api > 30 else 25.724
core/engine_surrogate/pvt_state.py,218,25.724,c3 = 23.931 if self.api > 30 else 25.724
core/engine_surrogate/pvt_state.py,221,4000.0,"return float(np.clip(rs, 0.0, 4000.0))"
core/engine_surrogate/pvt_state.py,237,14.7,"p_scale = (max(pressure_psi, 14.7) / 2500.0) ** 0.85"
core/engine_surrogate/pvt_state.py,237,2500.0,"p_scale = (max(pressure_psi, 14.7) / 2500.0) ** 0.85"
core/engine_surrogate/pvt_state.py,237,0.85,"p_scale = (max(pressure_psi, 14.7) / 2500.0) ** 0.85"
core/engine_surrogate/pvt_state.py,238,650.0,r_s_co2_sat = 650.0 * (self.api / 35.0) * p_scale * (560.0 / self.temp_r)
core/engine_surrogate/pvt_state.py,238,35.0,r_s_co2_sat = 650.0 * (self.api / 35.0) * p_scale * (560.0 / self.temp_r)
core/engine_surrogate/pvt_state.py,238,560.0,r_s_co2_sat = 650.0 * (self.api / 35.0) * p_scale * (560.0 / self.temp_r)
core/engine_surrogate/pvt_state.py,242,1.1,return float(r_s_co2_sat * (x_clamped**1.1))
core/engine_surrogate/pvt_state.py,252,14.7,"p = max(pressure_psi, 14.7)"
core/engine_surrogate/pvt_state.py,256,1.05,sf_max = 1.05 + 0.35 * float(np.tanh((p - 500.0) / 2000.0))
core/engine_surrogate/pvt_state.py,256,0.35,sf_max = 1.05 + 0.35 * float(np.tanh((p - 500.0) / 2000.0))
core/engine_surrogate/pvt_state.py,256,500.0,sf_max = 1.05 + 0.35 * float(np.tanh((p - 500.0) / 2000.0))
core/engine_surrogate/pvt_state.py,256,2000.0,sf_max = 1.05 + 0.35 * float(np.tanh((p - 500.0) / 2000.0))
core/engine_surrogate/pvt_state.py,260,1.25,sf = 1.0 + (sf_max - 1.0) * (x_clamped**1.25)
core/engine_surrogate/pvt_state.py,261,1.8,"return float(np.clip(sf, 1.0, 1.80))"
core/engine_surrogate/pvt_state.py,270,14.7,"p = max(pressure_psi, 14.7)"
core/engine_surrogate/pvt_state.py,274,1.25,"f_val = rs_hc * np.sqrt(self.gamma_g / max(self.gamma_o, 1e-4)) + 1.25 * self.temp_f"
core/engine_surrogate/pvt_state.py,275,0.9759,bo_hc = 0.9759 + 0.000120 * (f_val**1.2)
core/engine_surrogate/pvt_state.py,275,0.00012,bo_hc = 0.9759 + 0.000120 * (f_val**1.2)
core/engine_surrogate/pvt_state.py,275,1.2,bo_hc = 0.9759 + 0.000120 * (f_val**1.2)
core/engine_surrogate/pvt_state.py,276,1.02,"bo_hc = max(1.02, bo_hc)"
core/engine_surrogate/pvt_state.py,280,1.2e-05,c_o = 1.2e-5
core/engine_surrogate/pvt_state.py,284,1.02,"return float(np.clip(bo_hc * swelling, 1.02, 2.50))"
core/engine_surrogate/pvt_state.py,284,2.5,"return float(np.clip(bo_hc * swelling, 1.02, 2.50))"
core/engine_surrogate/pvt_state.py,295,14.7,"p = max(pressure_psi, 14.7)"
core/engine_surrogate/pvt_state.py,300,10.715,a_param = 10.715 * ((rs_hc + 100.0) ** (-0.515))
core/engine_surrogate/pvt_state.py,300,100.0,a_param = 10.715 * ((rs_hc + 100.0) ** (-0.515))
core/engine_surrogate/pvt_state.py,300,0.515,a_param = 10.715 * ((rs_hc + 100.0) ** (-0.515))
core/engine_surrogate/pvt_state.py,301,5.44,b_param = 5.44 * ((rs_hc + 150.0) ** (-0.338))
core/engine_surrogate/pvt_state.py,301,150.0,b_param = 5.44 * ((rs_hc + 150.0) ** (-0.338))
core/engine_surrogate/pvt_state.py,301,0.338,b_param = 5.44 * ((rs_hc + 150.0) ** (-0.338))
core/engine_surrogate/pvt_state.py,303,0.2,"mu_live_hc = float(np.clip(mu_live_hc, 0.2, self.mu_o_dead))"
core/engine_surrogate/pvt_state.py,308,2.2,"k_visc = 2.2 * (self.mu_o_dead / max(mu_live_hc, 0.1)) ** 0.15"
core/engine_surrogate/pvt_state.py,308,0.1,"k_visc = 2.2 * (self.mu_o_dead / max(mu_live_hc, 0.1)) ** 0.15"
core/engine_surrogate/pvt_state.py,308,0.15,"k_visc = 2.2 * (self.mu_o_dead / max(mu_live_hc, 0.1)) ** 0.15"
core/engine_surrogate/pvt_state.py,309,0.95,mu_o = mu_live_hc * np.exp(-k_visc * (x_clamped**0.95))
core/engine_surrogate/pvt_state.py,311,0.08,"return float(np.clip(mu_o, 0.08, self.mu_o_dead * 1.5))"
core/engine_surrogate/pvt_state.py,311,1.5,"return float(np.clip(mu_o, 0.08, self.mu_o_dead * 1.5))"
core/engine_surrogate/pvt_state.py,331,14.7,"p = max(pressure_psi, 14.7)"
core/engine_surrogate/pvt_state.py,339,709.6,Ppr = p / (709.6 - 58.7 * self.gamma_g)
core/engine_surrogate/pvt_state.py,339,58.7,Ppr = p / (709.6 - 58.7 * self.gamma_g)
core/engine_surrogate/pvt_state.py,340,170.5,Tpr = self.temp_r / (170.5 + 307.3 * self.gamma_g)
core/engine_surrogate/pvt_state.py,340,307.3,Tpr = self.temp_r / (170.5 + 307.3 * self.gamma_g)
core/engine_surrogate/pvt_state.py,342,0.1,"t_inv = 1.0 / max(Tpr, 0.1)"
core/engine_surrogate/pvt_state.py,343,0.06422,z_hc = 1.0 + (0.06422 * t_inv - 0.00332 * (t_inv**2)) * Ppr
core/engine_surrogate/pvt_state.py,343,0.00332,z_hc = 1.0 + (0.06422 * t_inv - 0.00332 * (t_inv**2)) * Ppr
core/engine_surrogate/pvt_state.py,344,0.65,"z_hc = float(np.clip(z_hc, 0.65, 1.4))"
core/engine_surrogate/pvt_state.py,344,1.4,"z_hc = float(np.clip(z_hc, 0.65, 1.4))"
core/engine_surrogate/pvt_state.py,347,28.96,mw_hc = self.gamma_g * 28.96
core/engine_surrogate/pvt_state.py,348,6894.757,rho_hc = (p * 6894.757 * (mw_hc * 1e-3)) / (z_hc * R_GAS_SI * self.temp_k)
core/engine_surrogate/pvt_state.py,350,0.1587,"bg_hc = 0.1587 * z_hc * self.temp_r / max(p, 1e-4)"
core/engine_surrogate/pvt_state.py,353,9.4,k_param = (9.4 + 0.02 * mw_hc) * (self.temp_r**1.5) / (209.0 + 19.0 * mw_hc + self.temp_r)
core/engine_surrogate/pvt_state.py,353,0.02,k_param = (9.4 + 0.02 * mw_hc) * (self.temp_r**1.5) / (209.0 + 19.0 * mw_hc + self.temp_r)
core/engine_surrogate/pvt_state.py,353,1.5,k_param = (9.4 + 0.02 * mw_hc) * (self.temp_r**1.5) / (209.0 + 19.0 * mw_hc + self.temp_r)
core/engine_surrogate/pvt_state.py,353,209.0,k_param = (9.4 + 0.02 * mw_hc) * (self.temp_r**1.5) / (209.0 + 19.0 * mw_hc + self.temp_r)
core/engine_surrogate/pvt_state.py,353,19.0,k_param = (9.4 + 0.02 * mw_hc) * (self.temp_r**1.5) / (209.0 + 19.0 * mw_hc + self.temp_r)
core/engine_surrogate/pvt_state.py,354,3.5,x_param = 3.5 + 986.0 / self.temp_r + 0.01 * mw_hc
core/engine_surrogate/pvt_state.py,354,986.0,x_param = 3.5 + 986.0 / self.temp_r + 0.01 * mw_hc
core/engine_surrogate/pvt_state.py,354,0.01,x_param = 3.5 + 986.0 / self.temp_r + 0.01 * mw_hc
core/engine_surrogate/pvt_state.py,355,2.4,y_param = 2.4 - 0.2 * x_param
core/engine_surrogate/pvt_state.py,355,0.2,y_param = 2.4 - 0.2 * x_param
core/engine_surrogate/pvt_state.py,358,0.01,"mu_hc = float(np.clip(mu_hc, 0.01, 0.06))"
core/engine_surrogate/pvt_state.py,358,0.06,"mu_hc = float(np.clip(mu_hc, 0.01, 0.06))"
core/engine_surrogate/pvt_state.py,366,14.7,"cg_ideal = 1.0 / max(p, 14.7)"
core/engine_surrogate/pvt_state.py,368,1500.0,if p > 1500.0:
core/engine_surrogate/pvt_state.py,369,0.35,cg_mix = cg_ideal * (0.35 * y_c + 0.85 * (1.0 - y_c))
core/engine_surrogate/pvt_state.py,369,0.85,cg_mix = cg_ideal * (0.35 * y_c + 0.85 * (1.0 - y_c))
core/engine_surrogate/pvt_state.py,416,14.7,"p_prod = max(producer_sandface_p_psi, 14.7)"
core/engine_surrogate/pvt_state.py,427,1000.0,evolved_hc_mscfd = (q_oil_stb * rs_hc) / 1000.0
core/engine_surrogate/pvt_state.py,428,1000.0,evolved_co2_mscfd = (q_oil_stb * rs_co2) / 1000.0
core/engine_surrogate/pvt_state.py,446,1000.0,"total_gor = (total_gas_mscfd * 1000.0) / max(q_oil_stb, 1e-4)"
core/engine_surrogate/pvt_state.py,447,1000.0,"hc_gor = (total_hc_gas_mscfd * 1000.0) / max(q_oil_stb, 1e-4)"
core/engine_surrogate/pvt_state.py,448,1000.0,"co2_gor = (total_co2_gas_mscfd * 1000.0) / max(q_oil_stb, 1e-4)"
core/engine_surrogate/surrogate_engine.py,90,0.15,"""structural"": 0.15,"
core/engine_surrogate/surrogate_engine.py,91,0.25,"""residual"": 0.25,"
core/engine_surrogate/surrogate_engine.py,92,0.2,"""solubility"": 0.20,"
core/engine_surrogate/surrogate_engine.py,93,0.05,"""mineral"": 0.05,"
core/engine_surrogate/surrogate_engine.py,94,0.65,"""total"": 0.65,"
core/engine_surrogate/surrogate_engine.py,186,3000.0,"initial_pressure = float(getattr(reservoir_data, 'initial_pressure', 3000.0))"
core/engine_surrogate/surrogate_engine.py,192,150.0,"reservoir_temperature_f=float(getattr(reservoir_data, ""temperature"", 150.0)),"
core/engine_surrogate/surrogate_engine.py,194,35.0,"api_gravity=float(getattr(reservoir_data, ""api_gravity"", 35.0)),"
core/engine_surrogate/surrogate_engine.py,196,0.35,"c7_plus_fraction=float(getattr(eor_params, ""c7_plus_fraction"", 0.35)),"
core/engine_surrogate/surrogate_engine.py,200,5000.0,"depth_ft=float(getattr(reservoir_data, ""depth_ft"", getattr(eor_params, ""reservoir_depth_ft"", 5000.0)"
core/engine_surrogate/surrogate_engine.py,203,0.75,"horizontal_stress_ratio_k0=float(getattr(eor_params, ""horizontal_stress_ratio_k0"", 0.75)),"
core/engine_surrogate/surrogate_engine.py,204,0.25,"poissons_ratio=float(getattr(eor_params, ""poissons_ratio"", 0.25)),"
core/engine_surrogate/surrogate_engine.py,205,0.8,"biot_coefficient=float(getattr(eor_params, ""biot_coefficient"", 0.80)),"
core/engine_surrogate/surrogate_engine.py,206,5500.0,"caprock_fracture_pressure_psi=float(getattr(eor_params, ""caprock_fracture_pressure_psi"", 5500.0)),"
core/engine_surrogate/surrogate_engine.py,207,200.0,"caprock_tensile_strength_psi=float(getattr(eor_params, ""caprock_tensile_strength_psi"", 200.0)),"
core/engine_surrogate/surrogate_engine.py,208,400.0,"caprock_cohesion_psi=float(getattr(eor_params, ""caprock_cohesion_psi"", 400.0)),"
core/engine_surrogate/surrogate_engine.py,209,30.0,"caprock_friction_angle_deg=float(getattr(eor_params, ""caprock_friction_angle_deg"", 30.0)),"
core/engine_surrogate/surrogate_engine.py,210,0.9,"caprock_safety_factor=float(getattr(eor_params, ""caprock_safety_factor"", 0.90)),"
core/engine_surrogate/surrogate_engine.py,211,60.0,"fault_dip_deg=float(getattr(eor_params, ""default_fault_dip"", getattr(eor_params, ""fault_dip_deg"", 60"
core/engine_surrogate/surrogate_engine.py,213,0.6,"fault_friction_coefficient=float(getattr(eor_params, ""default_fault_friction_coefficient"", getattr(e"
core/engine_surrogate/surrogate_engine.py,219,0.25,"swi = float(getattr(reservoir_data, 'connate_water_saturation', getattr(reservoir_data, 'initial_wat"
core/engine_surrogate/surrogate_engine.py,223,0.05,"pore_volume_rb = (ooip * bo_init) / max(1.0 - swi, 0.05)"
core/engine_surrogate/surrogate_engine.py,249,1000.0,"p_min = float(params.get(""bhp_prod"", 1000.0))"
core/engine_surrogate/surrogate_engine.py,250,1e-05,"c_o = float(params.get(""compressibility_oil"", 1.0e-5))"
core/engine_surrogate/surrogate_engine.py,251,3e-06,"c_w = float(params.get(""compressibility_water"", 3.0e-6))"
core/engine_surrogate/surrogate_engine.py,252,4e-06,"c_f = float(params.get(""compressibility_rock"", getattr(reservoir_data, ""rock_compressibility"", 4.0e-"
core/engine_surrogate/surrogate_engine.py,287,0.135,"oil_mass_tonne = max(ooip * 0.135, 1.0)"
core/engine_surrogate/surrogate_engine.py,289,0.55,"x_co2 = float(np.clip((cum_inj_tonne * 0.55) / (oil_mass_tonne + cum_inj_tonne * 0.55), 0.0, 0.85))"
core/engine_surrogate/surrogate_engine.py,289,0.55,"x_co2 = float(np.clip((cum_inj_tonne * 0.55) / (oil_mass_tonne + cum_inj_tonne * 0.55), 0.0, 0.85))"
core/engine_surrogate/surrogate_engine.py,289,0.85,"x_co2 = float(np.clip((cum_inj_tonne * 0.55) / (oil_mass_tonne + cum_inj_tonne * 0.55), 0.0, 0.85))"
core/engine_surrogate/surrogate_engine.py,291,1000.0,"y_co2 = float(np.clip(cum_inj_mscf_running / max(cum_inj_mscf_running + 1000.0, 1.0), 0.05, 0.95))"
core/engine_surrogate/surrogate_engine.py,291,0.05,"y_co2 = float(np.clip(cum_inj_mscf_running / max(cum_inj_mscf_running + 1000.0, 1.0), 0.05, 0.95))"
core/engine_surrogate/surrogate_engine.py,291,0.95,"y_co2 = float(np.clip(cum_inj_mscf_running / max(cum_inj_mscf_running + 1000.0, 1.0), 0.05, 0.95))"
core/engine_surrogate/surrogate_engine.py,294,400.0,"p_inj_sandface = min(current_p + 400.0, geomech_model.p_safe_ceiling)"
core/engine_surrogate/surrogate_engine.py,295,400.0,"p_prod_sandface = max(p_min, current_p - 400.0)"
core/engine_surrogate/surrogate_engine.py,355,500.0,nominal_drawdown = 500.0
core/engine_surrogate/surrogate_engine.py,369,500.0,"bleed_factor = max(0.0, 1.0 - (current_p - target_pressure) / 500.0)"
core/engine_surrogate/surrogate_engine.py,380,450.0,"dp = float(np.clip(dp, -450.0, 450.0))"
core/engine_surrogate/surrogate_engine.py,380,450.0,"dp = float(np.clip(dp, -450.0, 450.0))"
core/engine_surrogate/surrogate_engine.py,382,50.0,tolerance_window = 50.0
core/engine_surrogate/surrogate_engine.py,383,0.33,k_smooth = 1.0 / (tolerance_window * 0.33)
core/engine_surrogate/surrogate_engine.py,403,0.25,sat_oil_profile = np.array([1.0 - 0.25])
core/engine_surrogate/surrogate_engine.py,405,0.25,sat_water_profile = np.array([0.25])
core/engine_surrogate/surrogate_engine.py,406,1.2,bo_profile = np.array([1.2])
core/engine_surrogate/surrogate_engine.py,409,0.3,fault_slip_profile = np.array([0.3])
core/engine_surrogate/surrogate_engine.py,420,0.25,"swi_val = float(getattr(reservoir_data, ""initial_water_saturation"", getattr(reservoir_data, ""connate"
core/engine_surrogate/surrogate_engine.py,421,0.05,"simulated_hcpvi = float(cum_inj_rb / max(ooip_val * b_co2_mean / max(1.0 - swi_val, 0.05), 1e-6))"
core/engine_surrogate/surrogate_engine.py,426,0.135,"rec_params[""x_co2""] = float(np.clip(cum_inj_mscf * CO2_TONNE_PER_MSCF / max(ooip_val * 0.135, 1.0), "
core/engine_surrogate/surrogate_engine.py,426,0.85,"rec_params[""x_co2""] = float(np.clip(cum_inj_mscf * CO2_TONNE_PER_MSCF / max(ooip_val * 0.135, 1.0), "
core/engine_surrogate/surrogate_engine.py,433,0.25,"rf_max_physical = max(0.0, 1.0 - swi_val - getattr(reservoir_data, ""residual_oil_saturation"", params"
core/engine_surrogate/surrogate_engine.py,476,0.05,gas_threshold = 0.05 * np.max(co2_prod_rate) if len(co2_prod_rate) > 0 and np.max(co2_prod_rate) > 0
core/engine_surrogate/surrogate_engine.py,478,365.25,bt_years = float(time_vector[bt_indices[0]] / 365.25) if len(bt_indices) > 0 else float(operational_
core/engine_surrogate/surrogate_engine.py,494,50000.0,"q_comp_max_annual_mscf = float(getattr(eor_params, ""recycle_compressor_capacity_mscfd"", 50000.0)) * "
core/engine_surrogate/surrogate_engine.py,494,365.25,"q_comp_max_annual_mscf = float(getattr(eor_params, ""recycle_compressor_capacity_mscfd"", 50000.0)) * "
core/engine_surrogate/surrogate_engine.py,494,0.95,"q_comp_max_annual_mscf = float(getattr(eor_params, ""recycle_compressor_capacity_mscfd"", 50000.0)) * "
core/engine_surrogate/surrogate_engine.py,495,0.05,"recycle_loss_frac = float(getattr(eor_params, ""co2_recycle_loss_fraction"", 0.05))"
core/engine_surrogate/surrogate_engine.py,496,0.95,"co2_recycle_eff = min(float(params.get(""co2_recycling_efficiency"", 0.95)), 1.0 - recycle_loss_frac)"
core/engine_surrogate/surrogate_engine.py,502,365.25,"y = min(n_years - 1, max(0, int(t_mid // 365.25)))"
core/engine_surrogate/surrogate_engine.py,510,365.25,annual_oil_stb[0] = float(np.sum(oil_rate) * 365.25)
core/engine_surrogate/surrogate_engine.py,511,365.25,annual_water_prod_bbl[0] = float(np.sum(water_rate) * 365.25)
core/engine_surrogate/surrogate_engine.py,512,365.25,annual_co2_prod_mscf[0] = float(np.sum(co2_prod_rate) * 365.25)
core/engine_surrogate/surrogate_engine.py,513,365.25,annual_co2_inj_mscf[0] = float(np.sum(inj_rate) * 365.25)
core/engine_surrogate/surrogate_engine.py,524,1000.0,"total_gor_profile = (total_gas_rate * 1000.0) / np.maximum(oil_rate, 1e-4)"
core/engine_surrogate/surrogate_engine.py,525,1000.0,"hc_gor_profile = (hc_gas_rate * 1000.0) / np.maximum(oil_rate, 1e-4)"
core/engine_surrogate/surrogate_engine.py,530,50000.0,"q_comp_max_daily_mscfd = float(getattr(eor_params, ""recycle_compressor_capacity_mscfd"", 50000.0)) * "
core/engine_surrogate/surrogate_engine.py,530,0.95,"q_comp_max_daily_mscfd = float(getattr(eor_params, ""recycle_compressor_capacity_mscfd"", 50000.0)) * "
core/engine_surrogate/surrogate_engine.py,733,90.0,"""cycle_length_days"": getattr(eor_params, ""cycle_length_days"", 90.0),"
core/engine_surrogate/surrogate_engine.py,737,90.0,"""huff_n_puff_cycle_length_days"": getattr(eor_params, ""huff_n_puff_cycle_length_days"", 90.0),"
core/engine_surrogate/surrogate_engine.py,738,30.0,"""huff_n_puff_injection_period_days"": getattr(eor_params, ""huff_n_puff_injection_period_days"", 30.0),"
core/engine_surrogate/surrogate_engine.py,739,15.0,"""huff_n_puff_soaking_period_days"": getattr(eor_params, ""huff_n_puff_soaking_period_days"", 15.0),"
core/engine_surrogate/surrogate_engine.py,740,45.0,"""huff_n_puff_production_period_days"": getattr(eor_params, ""huff_n_puff_production_period_days"", 45.0"
core/engine_surrogate/surrogate_engine.py,749,5.0,"""tapered_duration_years"": getattr(eor_params, ""tapered_duration_years"", 5.0),"
core/engine_surrogate/surrogate_engine.py,752,15.0,"""pulsed_pulse_duration_days"": getattr(eor_params, ""pulsed_pulse_duration_days"", 15.0),"
core/engine_surrogate/surrogate_engine.py,753,15.0,"""pulsed_pause_duration_days"": getattr(eor_params, ""pulsed_pause_duration_days"", 15.0),"
core/engine_surrogate/surrogate_engine.py,759,0.15,"""porosity"": reservoir_data.average_porosity or 0.15,"
core/engine_surrogate/surrogate_engine.py,760,100.0,"""permeability"": reservoir_data.average_permeability or 100.0,"
core/engine_surrogate/surrogate_engine.py,762,2000.0,"""length_ft"": getattr(reservoir_data, ""length_ft"", 2000.0) or 2000.0,"
core/engine_surrogate/surrogate_engine.py,762,2000.0,"""length_ft"": getattr(reservoir_data, ""length_ft"", 2000.0) or 2000.0,"
core/engine_surrogate/surrogate_engine.py,763,10.0,"""width_ft"": (getattr(reservoir_data, ""area_acres"", 10.0) or 10.0) * 43560.0 / (getattr(reservoir_dat"
core/engine_surrogate/surrogate_engine.py,763,10.0,"""width_ft"": (getattr(reservoir_data, ""area_acres"", 10.0) or 10.0) * 43560.0 / (getattr(reservoir_dat"
core/engine_surrogate/surrogate_engine.py,763,43560.0,"""width_ft"": (getattr(reservoir_data, ""area_acres"", 10.0) or 10.0) * 43560.0 / (getattr(reservoir_dat"
core/engine_surrogate/surrogate_engine.py,763,2000.0,"""width_ft"": (getattr(reservoir_data, ""area_acres"", 10.0) or 10.0) * 43560.0 / (getattr(reservoir_dat"
core/engine_surrogate/surrogate_engine.py,763,2000.0,"""width_ft"": (getattr(reservoir_data, ""area_acres"", 10.0) or 10.0) * 43560.0 / (getattr(reservoir_dat"
core/engine_surrogate/surrogate_engine.py,764,50.0,"""thickness_ft"": getattr(reservoir_data, ""thickness_ft"", 50.0) or 50.0,"
core/engine_surrogate/surrogate_engine.py,764,50.0,"""thickness_ft"": getattr(reservoir_data, ""thickness_ft"", 50.0) or 50.0,"
core/engine_surrogate/surrogate_engine.py,775,0.25,"""s_wi"": getattr(reservoir_data, ""initial_water_saturation"", 0.25),"
core/engine_surrogate/surrogate_engine.py,776,0.25,"""sor"": getattr(reservoir_data, ""residual_oil_saturation"", 0.25),"
core/engine_surrogate/surrogate_engine.py,777,0.05,"""s_gc"": 0.05, # Critical gas saturation"
core/engine_surrogate/surrogate_engine.py,778,400.0,"""co2_solubility"": 400.0,  # scf/STB (standard default)"
core/engine_surrogate/surrogate_engine.py,779,150.0,"""temperature_f"": getattr(reservoir_data, ""temperature"", 150.0),"
core/engine_surrogate/surrogate_engine.py,783,0.0005,"""mscf_per_res_bbl"": 1.0 / (max(getattr(reservoir_data, ""bg"", 0.0005), 1e-6) * 1000.0),"
core/engine_surrogate/surrogate_engine.py,783,1000.0,"""mscf_per_res_bbl"": 1.0 / (max(getattr(reservoir_data, ""bg"", 0.0005), 1e-6) * 1000.0),"
core/engine_surrogate/surrogate_engine.py,805,0.25,"swi = getattr(reservoir_data, ""initial_water_saturation"", 0.25)"
core/engine_surrogate/surrogate_engine.py,806,1.2,bo = 1.2 # Formation volume factor
core/engine_surrogate/surrogate_engine.py,807,0.1,"pv_rb = (ooip * bo) / max(1.0 - swi, 0.1)"
core/engine_surrogate/surrogate_engine.py,813,365.25,total_inj_rb = q_inj_rb_day_hcpvi * 365.25 * operational_params.project_lifetime_years
core/engine_surrogate/surrogate_engine.py,819,10.0,"H_k = 10.0 ** (v_dp / max(1.0 - v_dp, 1e-4))"
core/engine_surrogate/surrogate_engine.py,820,2.5,"M_eff = float(params.get(""mobility_ratio"", 2.5))"
core/engine_surrogate/surrogate_engine.py,821,0.78,E_eff = (0.78 + 0.22 * (M_eff**0.25))**4
core/engine_surrogate/surrogate_engine.py,821,0.22,E_eff = (0.78 + 0.22 * (M_eff**0.25))**4
core/engine_surrogate/surrogate_engine.py,821,0.25,E_eff = (0.78 + 0.22 * (M_eff**0.25))**4
core/engine_surrogate/surrogate_engine.py,822,1.01,"K_koval = max(1.01, H_k * E_eff)"
core/engine_surrogate/surrogate_engine.py,829,43560.0,pv_calc = (area_acres * 43560.0 * thickness_ft * porosity) / 5.615
core/engine_surrogate/surrogate_engine.py,829,5.615,pv_calc = (area_acres * 43560.0 * thickness_ft * porosity) / 5.615
core/engine_surrogate/surrogate_engine.py,842,365.25,"annual_inj_rb = max(q_inj_rb_day * 365.25, 1.0)"
core/engine_surrogate/surrogate_engine.py,847,0.1,"bt_time = float(np.clip(t_bt_calc, 0.1, max(lifetime * 0.9, 0.5)))"
core/engine_surrogate/surrogate_engine.py,847,0.9,"bt_time = float(np.clip(t_bt_calc, 0.1, max(lifetime * 0.9, 0.5)))"
core/engine_surrogate/surrogate_engine.py,854,35.0,"api_gravity = getattr(reservoir_data, ""oil_api_gravity"", 35.0)"
core/engine_surrogate/surrogate_engine.py,856,150.0,"temperature=getattr(reservoir_data, ""temperature"", 150.0),"
core/engine_surrogate/surrogate_engine.py,876,5.0,"""variable_opex_usd_per_bbl"": getattr(economic_params, ""variable_opex_usd_per_bbl"", 5.0),"
core/engine_surrogate/surrogate_engine.py,884,5.0,"params[""productivity_index""] = getattr(eor_params, ""productivity_index"", 5.0)"
core/engine_surrogate/surrogate_engine.py,1027,0.01,0.01 <= reservoir_data.average_porosity <= 0.5
core/engine_surrogate/surrogate_models.py,26,0.053,CO2_DENSITY_TONNE_PER_MSCF = 0.053
core/engine_surrogate/surrogate_models.py,31,0.05,S_GC_CRITICAL = 0.05  # Critical gas saturation
core/engine_surrogate/surrogate_models.py,32,0.25,S_OR_BASE = 0.25  # Residual oil saturation
core/engine_surrogate/surrogate_models.py,124,0.25,"s_wi = params.get(""s_wi"") if params.get(""s_wi"") is not None else 0.25"
core/engine_surrogate/surrogate_models.py,126,0.05,if (s_gc or 0.05) + (s_or or 0.25) + (s_wi or 0.25) >= 1.0:
core/engine_surrogate/surrogate_models.py,126,0.25,if (s_gc or 0.05) + (s_or or 0.25) + (s_wi or 0.25) >= 1.0:
core/engine_surrogate/surrogate_models.py,126,0.25,if (s_gc or 0.05) + (s_or or 0.25) + (s_wi or 0.25) >= 1.0:
core/engine_surrogate/surrogate_models.py,171,0.517,areal_eff = 0.517 - 0.072 * np.log10(mobility_ratio)
core/engine_surrogate/surrogate_models.py,171,0.072,areal_eff = 0.517 - 0.072 * np.log10(mobility_ratio)
core/engine_surrogate/surrogate_models.py,174,0.7,areal_eff = 0.70 - 0.12 * np.log10(mobility_ratio)
core/engine_surrogate/surrogate_models.py,174,0.12,areal_eff = 0.70 - 0.12 * np.log10(mobility_ratio)
core/engine_surrogate/surrogate_models.py,177,0.65,areal_eff = 0.65 - 0.10 * np.log10(mobility_ratio)
core/engine_surrogate/surrogate_models.py,177,0.1,areal_eff = 0.65 - 0.10 * np.log10(mobility_ratio)
core/engine_surrogate/surrogate_models.py,180,0.517,areal_eff = 0.517 - 0.072 * np.log10(mobility_ratio)
core/engine_surrogate/surrogate_models.py,180,0.072,areal_eff = 0.517 - 0.072 * np.log10(mobility_ratio)
core/engine_surrogate/surrogate_models.py,182,0.1,"return float(np.clip(areal_eff, 0.1, 1.0))"
core/engine_surrogate/surrogate_models.py,199,0.7,vertical_eff = 1.0 - (v_dp**0.7)
core/engine_surrogate/surrogate_models.py,200,0.1,"return float(np.clip(vertical_eff, 0.1, 1.0))"
core/engine_surrogate/surrogate_models.py,243,0.1,"return float(np.clip(trapping_eff, 0.1, 1.0))"
core/engine_surrogate/surrogate_models.py,257,0.2,"solution_gas_co2_fraction: float = 0.20,"
core/engine_surrogate/surrogate_models.py,293,0.2,solution_gas_co2_fraction: Fraction of solution gas that is CO2 (default 0.20)
core/engine_surrogate/surrogate_models.py,304,365.25,co2_injected_total = injection_rate * 365.25 * project_life_years * co2_density_tonne
core/engine_surrogate/surrogate_models.py,375,0.25,"s_wi: float = 0.25,"
core/engine_surrogate/surrogate_models.py,469,5.0,"bt_time = params.get(""breakthrough_time"", 5.0)"
core/engine_surrogate/surrogate_models.py,484,5000.0,"injection_rate = params.get(""injection_rate"", 5000.0)"
core/engine_surrogate/surrogate_models.py,488,1.5,"recycle_growth_rate = params.get(""recycle_growth_rate"", 1.5)"
core/engine_surrogate/surrogate_models.py,489,5.0,"breakthrough_time_years = params.get(""breakthrough_time"", 5.0)"
core/engine_surrogate/surrogate_models.py,490,483.0,"mscf_per_res_bbl = params.get(""mscf_per_res_bbl"", 483.0)"
