Module,Line,Literal,Code Snippet
core/engine_surrogate/surrogate_models.py,491,500.0,"initial_gor = params.get(""initial_gor"", 500.0)"
core/engine_surrogate/surrogate_models.py,504,0.2,"solution_gas_co2_fraction=params.get(""solution_gas_co2_fraction"", 0.20),"
core/engine_surrogate/surrogate_models.py,508,70.0,"oil_price = params.get(""oil_price_usd_per_bbl"", 70.0)"
core/engine_surrogate/surrogate_models.py,509,50.0,"co2_cost = params.get(""co2_cost_usd_per_ton"", 50.0)"
core/engine_surrogate/surrogate_models.py,510,0.1,"discount_rate = params.get(""discount_rate"", 0.10)"
core/engine_surrogate/surrogate_models.py,537,3000.0,"params.get(""pressure"", params.get(""target_pressure_psi"", 3000.0)),"
core/engine_surrogate/surrogate_models.py,538,2500.0,"params.get(""mmp"", 2500.0),"
core/engine_surrogate/surrogate_models.py,539,0.3,"params.get(""c7_plus_fraction"", 0.3),"
core/engine_surrogate/surrogate_models.py,590,0.1,if mobility_ratio < 0.1 or mobility_ratio > 50:
core/engine_surrogate/surrogate_models.py,591,0.8,confidence *= 0.8
core/engine_surrogate/surrogate_models.py,594,3000.0,"pressure = params.get(""target_pressure_psi"", 3000.0)"
core/engine_surrogate/surrogate_models.py,595,2500.0,"mmp = params.get(""mmp"", 2500.0)"
core/engine_surrogate/surrogate_models.py,600,0.9,confidence *= 0.9
core/engine_surrogate/surrogate_models.py,603,5000.0,"injection_rate = params.get(""injection_rate"", 5000.0)"
core/engine_surrogate/surrogate_models.py,605,0.9,confidence *= 0.9
core/engine_surrogate/surrogate_models.py,610,0.25,"s_wi = params.get(""s_wi"", 0.25)"
core/engine_surrogate/surrogate_models.py,612,0.95,if s_gc + s_or + s_wi >= 0.95:
core/engine_surrogate/surrogate_models.py,614,0.85,confidence *= 0.85
core/engine_surrogate/surrogate_models.py,618,0.99,if v_dp < 0.0 or v_dp > 0.99:
core/engine_surrogate/surrogate_models.py,619,0.8,confidence *= 0.8
core/engine_surrogate/surrogate_models.py,789,0.9,"""confidence"": 0.9,  # Default confidence for response surface"
core/engine_surrogate/training_data.py,234,100.0,"""injection_rate"": (100.0, 100000.0),  # MSCFD"
core/engine_surrogate/training_data.py,234,100000.0,"""injection_rate"": (100.0, 100000.0),  # MSCFD"
core/engine_surrogate/training_data.py,235,1000.0,"""target_pressure_psi"": (1000.0, 8000.0),  # psi"
core/engine_surrogate/training_data.py,235,8000.0,"""target_pressure_psi"": (1000.0, 8000.0),  # psi"
core/engine_surrogate/training_data.py,236,0.1,"""mobility_ratio"": (0.1, 50.0),  # dimensionless"
core/engine_surrogate/training_data.py,236,50.0,"""mobility_ratio"": (0.1, 50.0),  # dimensionless"
core/engine_surrogate/training_data.py,237,0.05,"""porosity"": (0.05, 0.35),  # fraction"
core/engine_surrogate/training_data.py,237,0.35,"""porosity"": (0.05, 0.35),  # fraction"
core/engine_surrogate/training_data.py,238,1000.0,"""permeability"": (1.0, 1000.0),  # mD"
core/engine_surrogate/training_data.py,239,1500.0,"""mmp"": (1500.0, 4000.0),  # psi"
core/engine_surrogate/training_data.py,239,4000.0,"""mmp"": (1500.0, 4000.0),  # psi"
core/engine_surrogate/training_data.py,240,4.0,"""wag_ratio"": (0.0, 4.0),  # dimensionless"
core/engine_surrogate/training_data.py,241,0.01,"""kv_kh_ratio"": (0.01, 1.0),  # dimensionless"
core/optimization_analysis.py,157,0.975,"t_critical = stats.t.ppf(0.975, n - 2)"
core/optimization_analysis.py,194,1.96,"confidence_interval=(mu - 1.96*sigma/np.sqrt(len(elementary_effects)),"
core/optimization_analysis.py,195,1.96,"mu + 1.96*sigma/np.sqrt(len(elementary_effects))),"
core/optimization_analysis.py,216,0.95,"confidence_level: float = 0.95) -> Tuple[float, float]:"
core/optimization_analysis.py,272,0.01,threshold = 0.01 * np.std(objective_values)
core/optimization_analysis.py,336,0.01,convergence_threshold = 0.01 * np.std(param_values)
core/optimization_analysis.py,503,1.02,"colorbar=dict(title=""Sensitivity"", x=1.02)"
evaluation/mmp.py,37,0.95,"The sum of fractions must be 1.0. Example: {'CO2': 0.95, 'CH4': 0.05}."
evaluation/mmp.py,37,0.05,"The sum of fractions must be 1.0. Example: {'CO2': 0.95, 'CH4': 0.05}."
evaluation/mmp.py,101,15.988,MMP [psia] = 15.988 * (Temperature [°F] ^ Y)
evaluation/mmp.py,102,0.744206,Y = 0.744206 + 0.0011038 * MW_C5+ + 0.0015279 * Vol
evaluation/mmp.py,102,0.0011038,Y = 0.744206 + 0.0011038 * MW_C5+ + 0.0015279 * Vol
evaluation/mmp.py,102,0.0015279,Y = 0.744206 + 0.0011038 * MW_C5+ + 0.0015279 * Vol
evaluation/mmp.py,106,72.0,"If c7_plus_mw is provided, MW_C5+ = max(72.0, c7_plus_mw - 20.0)."
evaluation/mmp.py,106,20.0,"If c7_plus_mw is provided, MW_C5+ = max(72.0, c7_plus_mw - 20.0)."
evaluation/mmp.py,108,4247.98641,MW_C5+ = 4247.98641 * (oil_gravity ** -0.87022).
evaluation/mmp.py,108,0.87022,MW_C5+ = 4247.98641 * (oil_gravity ** -0.87022).
evaluation/mmp.py,118,72.0,"mw_c5_plus = max(72.0, float(params.c7_plus_mw) - 20.0)"
evaluation/mmp.py,118,20.0,"mw_c5_plus = max(72.0, float(params.c7_plus_mw) - 20.0)"
evaluation/mmp.py,121,10.0,"api_clamped = max(10.0, float(params.oil_gravity))"
evaluation/mmp.py,122,4247.98641,mw_c5_plus = 4247.98641 * (api_clamped ** -0.87022)
evaluation/mmp.py,122,0.87022,mw_c5_plus = 4247.98641 * (api_clamped ** -0.87022)
evaluation/mmp.py,129,0.744206,exponent_y = 0.744206 + 0.0011038 * mw_c5_plus + 0.0015279 * vol_pct
evaluation/mmp.py,129,0.0011038,exponent_y = 0.744206 + 0.0011038 * mw_c5_plus + 0.0015279 * vol_pct
evaluation/mmp.py,129,0.0015279,exponent_y = 0.744206 + 0.0011038 * mw_c5_plus + 0.0015279 * vol_pct
evaluation/mmp.py,132,15.988,mmp = 15.988 * (params.temperature ** exponent_y)
evaluation/mmp.py,140,1833.7217,MMP [psia] = 1833.7217 + 2.2518055·T + 0.01800674·T² - 103949.93 / T
evaluation/mmp.py,140,2.2518055,MMP [psia] = 1833.7217 + 2.2518055·T + 0.01800674·T² - 103949.93 / T
evaluation/mmp.py,140,0.01800674,MMP [psia] = 1833.7217 + 2.2518055·T + 0.01800674·T² - 103949.93 / T
evaluation/mmp.py,140,103949.93,MMP [psia] = 1833.7217 + 2.2518055·T + 0.01800674·T² - 103949.93 / T
evaluation/mmp.py,146,95.0,if T < 95.0:
evaluation/mmp.py,149,1070.0,return 1070.0
evaluation/mmp.py,152,1833.7217,mmp = 1833.7217 + 2.2518055 * T + 0.01800674 * (T**2) - (103949.93 / T)
evaluation/mmp.py,152,2.2518055,mmp = 1833.7217 + 2.2518055 * T + 0.01800674 * (T**2) - (103949.93 / T)
evaluation/mmp.py,152,0.01800674,mmp = 1833.7217 + 2.2518055 * T + 0.01800674 * (T**2) - (103949.93 / T)
evaluation/mmp.py,152,103949.93,mmp = 1833.7217 + 2.2518055 * T + 0.01800674 * (T**2) - (103949.93 / T)
evaluation/mmp.py,153,1070.0,"return float(max(1070.0, mmp))"
evaluation/mmp.py,175,0.007,mmp_adj_c7 = mmp_base * (1.0 + 0.007 * (params.c7_plus_mw - 190.0))
evaluation/mmp.py,175,190.0,mmp_adj_c7 = mmp_base * (1.0 + 0.007 * (params.c7_plus_mw - 190.0))
evaluation/mmp.py,184,0.35,"""CH4"": 0.35,  # Methane has strong MMP-increasing effect"
evaluation/mmp.py,185,0.45,"""N2"": 0.45,   # Nitrogen has strongest MMP-increasing effect"
evaluation/mmp.py,186,0.1,"""H2S"": -0.10, # H2S slightly decreases MMP (favorable)"
evaluation/mmp.py,187,0.05,"""C2"": -0.05,  # Ethane slightly decreases MMP"
evaluation/mmp.py,188,0.1,"""C3"": -0.10,  # Propane decreases MMP"
evaluation/mmp.py,197,0.1,"sensitivity_factor = max(0.10, min(0.60, sensitivity_factor))"
evaluation/mmp.py,197,0.6,"sensitivity_factor = max(0.10, min(0.60, sensitivity_factor))"
evaluation/mmp.py,213,145.038,MMP [psia] = a * (b ** x_co2) * c * 145.038
evaluation/mmp.py,230,10.0,a = 10.0 ** (1.356 + 0.0016 * T - 0.0000033 * (T**2))
evaluation/mmp.py,230,1.356,a = 10.0 ** (1.356 + 0.0016 * T - 0.0000033 * (T**2))
evaluation/mmp.py,230,0.0016,a = 10.0 ** (1.356 + 0.0016 * T - 0.0000033 * (T**2))
evaluation/mmp.py,230,3.3e-06,a = 10.0 ** (1.356 + 0.0016 * T - 0.0000033 * (T**2))
evaluation/mmp.py,234,72.0,"m_c5_plus = max(72.0, float(params.c7_plus_mw) - 20.0)"
evaluation/mmp.py,234,20.0,"m_c5_plus = max(72.0, float(params.c7_plus_mw) - 20.0)"
evaluation/mmp.py,236,72.0,"m_c5_plus = max(72.0, 630.0 - 10.3 * params.oil_gravity)"
evaluation/mmp.py,236,630.0,"m_c5_plus = max(72.0, 630.0 - 10.3 * params.oil_gravity)"
evaluation/mmp.py,236,10.3,"m_c5_plus = max(72.0, 630.0 - 10.3 * params.oil_gravity)"
evaluation/mmp.py,237,0.36,b = (m_c5_plus ** 0.36) / (0.641 * (T ** 0.21))
evaluation/mmp.py,237,0.641,b = (m_c5_plus ** 0.36) / (0.641 * (T ** 0.21))
evaluation/mmp.py,237,0.21,b = (m_c5_plus ** 0.36) / (0.641 * (T ** 0.21))
evaluation/mmp.py,243,1.25,c = 1.0 + 1.25 * (impurity_frac ** 0.8)
evaluation/mmp.py,243,0.8,c = 1.0 + 1.25 * (impurity_frac ** 0.8)
evaluation/mmp.py,247,145.038,return float(mmp_mpa * 145.038)
evaluation/mmp.py,259,304.1,"- T_pc,CO2 = 304.1 K (87.9°F)"
evaluation/mmp.py,259,87.9,"- T_pc,CO2 = 304.1 K (87.9°F)"
evaluation/mmp.py,260,2.41,"- exponent_A = max(0.5, 2.41 - 0.00284 * C7+_MW)"
evaluation/mmp.py,260,0.00284,"- exponent_A = max(0.5, 2.41 - 0.00284 * C7+_MW)"
evaluation/mmp.py,269,304.1,"""CO2"": 304.1,"
evaluation/mmp.py,270,190.6,"""CH4"": 190.6,"
evaluation/mmp.py,271,126.2,"""N2"": 126.2,"
evaluation/mmp.py,272,373.2,"""H2S"": 373.2,"
evaluation/mmp.py,273,305.3,"""C2"": 305.3,"
evaluation/mmp.py,274,369.8,"""C3"": 369.8,"
evaluation/mmp.py,281,304.1,"tc = CRITICAL_TEMPS_K.get(comp.upper(), 304.1)"
evaluation/mmp.py,294,0.2,"exponent_A = max(0.2, 2.41 - 0.00284 * params.c7_plus_mw)"
evaluation/mmp.py,294,2.41,"exponent_A = max(0.2, 2.41 - 0.00284 * params.c7_plus_mw)"
evaluation/mmp.py,294,0.00284,"exponent_A = max(0.2, 2.41 - 0.00284 * params.c7_plus_mw)"
evaluation/mmp.py,298,50.0,"t_ratio = CRITICAL_TEMPS_K[""CO2""] / max(50.0, tpc_k)"
evaluation/mmp.py,319,35.0,fallback to a typical reservoir crude default (35.0 °API).
evaluation/mmp.py,330,10.0,if 10.0 <= val <= 65.0:
evaluation/mmp.py,330,65.0,if 10.0 <= val <= 65.0:
evaluation/mmp.py,340,5.0,if 5.0 <= ppg <= 12.0:
evaluation/mmp.py,340,12.0,if 5.0 <= ppg <= 12.0:
evaluation/mmp.py,341,8.337,gamma_o = ppg / 8.337
evaluation/mmp.py,342,141.5,api = (141.5 / gamma_o) - 131.5
evaluation/mmp.py,342,131.5,api = (141.5 / gamma_o) - 131.5
evaluation/mmp.py,343,15.0,"return float(max(15.0, min(50.0, api)))"
evaluation/mmp.py,343,50.0,"return float(max(15.0, min(50.0, api)))"
evaluation/mmp.py,350,500.0,"R_s = float(pvt.rs[0]) if (hasattr(pvt, ""rs"") and pvt.rs is not None and pvt.rs.size > 0) else 500.0"
evaluation/mmp.py,351,0.7,"gamma_g = float(getattr(pvt, ""gas_specific_gravity"", 0.7) or 0.7)"
evaluation/mmp.py,351,0.7,"gamma_g = float(getattr(pvt, ""gas_specific_gravity"", 0.7) or 0.7)"
evaluation/mmp.py,352,150.0,"T = float(getattr(pvt, ""temperature"", 150.0) or 150.0)"
evaluation/mmp.py,352,150.0,"T = float(getattr(pvt, ""temperature"", 150.0) or 150.0)"
evaluation/mmp.py,362,0.972,f_val = ((b_o - 0.972) / 0.000147) ** (1.0 / 1.175)
evaluation/mmp.py,362,0.000147,f_val = ((b_o - 0.972) / 0.000147) ** (1.0 / 1.175)
evaluation/mmp.py,362,1.175,f_val = ((b_o - 0.972) / 0.000147) ** (1.0 / 1.175)
evaluation/mmp.py,363,1.25,rem = f_val - 1.25 * T
evaluation/mmp.py,367,0.65,if 0.65 <= gamma_o <= 1.05:
evaluation/mmp.py,367,1.05,if 0.65 <= gamma_o <= 1.05:
evaluation/mmp.py,368,141.5,api = (141.5 / gamma_o) - 131.5
evaluation/mmp.py,368,131.5,api = (141.5 / gamma_o) - 131.5
evaluation/mmp.py,369,15.0,"return float(max(15.0, min(50.0, api)))"
evaluation/mmp.py,369,50.0,"return float(max(15.0, min(50.0, api)))"
evaluation/mmp.py,374,35.0,"logger.info(""Using standard reservoir crude oil gravity (35.0°API) as default PVT estimate."")"
evaluation/mmp.py,375,35.0,return 35.0
evaluation/mmp.py,456,0.98,"and mmp_params.injection_gas_composition.get(""CO2"", 0.0) < 0.98"
evaluation/mmp.py,462,0.95,"and mmp_params.injection_gas_composition.get(""CO2"", 0.0) < 0.95"
